Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
GRAMD1C		3q13.31	AMP	1	8	12.5%	No
HMCES		3q21.3	AMP	1	8	12.5%	No
NSUN3		3q11.2	AMP	1	8	12.5%	No
TNFSF10		3q26	AMP	1	8	12.5%	No
WIPF3		7p14.3	AMP	1	8	12.5%	No
DBNL		7p13	AMP	1	8	12.5%	No
C3ORF70		3q27.2	AMP	1	8	12.5%	No
TAF1C		16q24.1	HOMDEL	1	8	12.5%	No
RUFY3		4q13.3	HOMDEL	1	8	12.5%	No
SNORD115-31		15q11.2	AMP	1	8	12.5%	No
SLC15A2		3q13.33	AMP	1	8	12.5%	No
CD96		3q13.13-q13.2	AMP	1	8	12.5%	No
CAMK2N2		3q27.1	AMP	1	8	12.5%	No
AOAH		7p14.2	AMP	1	8	12.5%	No
PLSCR4		3q24	AMP	1	8	12.5%	No
MFSD1		3q25.32	AMP	1	8	12.5%	No
HLA-B		6p21.33	AMP	1	8	12.5%	Yes
ZIC1		3q24	AMP	1	8	12.5%	No
HSDL1		16q24.1	HOMDEL	1	8	12.5%	No
SAPCD1		6p21.33	AMP	1	8	12.5%	No
SNORD116-3		15q11.2	HOMDEL	1	8	12.5%	No
SLC35E2A		1p36.33	HOMDEL	1	8	12.5%	No
AMTN		4q13.3	HOMDEL	1	8	12.5%	No
ATAD3B		1p36.33	HOMDEL	1	8	12.5%	No
CRPPA-AS1		7p21.2	AMP	1	8	12.5%	No
ZNF585A		19q13.12	AMP	1	8	12.5%	No
ZNF273		7q11.21	AMP	1	8	12.5%	No
TOMM7		7p15.3	AMP	1	8	12.5%	No
DUBR		3q13.12	AMP	1	8	12.5%	No
GOLPH3		5p13.3	AMP	1	8	12.5%	No
MPHOSPH10P1		16q12.2	HOMDEL	1	8	12.5%	No
GRSF1		4q13.3	HOMDEL	1	8	12.5%	No
NUDT21		16q13	HOMDEL	1	8	12.5%	No
FBXL18		7p22.1	AMP	1	8	12.5%	No
ADAMTS12		5p13.3-p13.2	AMP	1	8	12.5%	No
IRX3		16q12.2	HOMDEL	1	8	12.5%	No
SNORD115-34		15q11.2	AMP	1	8	12.5%	No
NUDT1		7p22.3	AMP	1	8	12.5%	No
FGF12		3q28-q29	AMP	1	8	12.5%	Yes
SPTLC3		20p12.1	AMP	1	8	12.5%	No
MCCD1		6p21.33	AMP	1	8	12.5%	No
GHSR		3q26.31	AMP	1	8	12.5%	No
MT1A		16q13	HOMDEL	1	8	12.5%	No
ITGB8-AS1		7p21.1	AMP	1	8	12.5%	No
ZNF790-AS1		19q13.12	AMP	1	8	12.5%	No
CRLS1		20p12.3	AMP	1	8	12.5%	No
EXOC3		5p15.33	AMP	1	8	12.5%	No
LINC01128		1p36.33	HOMDEL	1	8	12.5%	No
CLSTN2		3q23	AMP	1	8	12.5%	No
PANK2		20p13	AMP	1	8	12.5%	No
LINC02114		5p15.32	AMP	1	8	12.5%	No
SNORD115-47		15q11.2	AMP	1	8	12.5%	No
CFAP100-DT		3q21.3	AMP	1	8	12.5%	No
PDCD6P1		5p15.33	AMP	1	8	12.5%	No
SNORD115-28		15q11.2	AMP	1	8	12.5%	No
PRKAR1B-AS1		7p22.3	AMP	1	8	12.5%	No
TRA2B		3q27.2	AMP	1	8	12.5%	No
ACOT8		20q13.12	AMP	1	8	12.5%	No
MLLT6		17q12	AMP	1	8	12.5%	Yes
RAB43		3q21.3	AMP	1	8	12.5%	No
SNORD115-33		15q11.2	AMP	1	8	12.5%	No
PCNA-AS1		20p12.3	AMP	1	8	12.5%	No
OR13D1		9q31.1	AMP	1	8	12.5%	No
HPN-AS1		19q13.11-q13.12	AMP	2	8	25.0%	No
SNORD116-16		15q11.2	HOMDEL	1	8	12.5%	No
PMCHL1		5p14.3	AMP	1	8	12.5%	No
POLM		7p13	AMP	1	8	12.5%	No
C3ORF36		3q22.1	AMP	1	8	12.5%	No
EGFLAM-AS4		5p13.2	AMP	1	8	12.5%	No
CBX3		7p15.2	AMP	1	8	12.5%	No
NT5C3A		7p14.3	AMP	1	8	12.5%	No
LSP1P3		5p13.3	AMP	1	8	12.5%	No
FASTKD3		5p15.31	AMP	1	8	12.5%	No
SHLD1		20p12.3	AMP	1	8	12.5%	No
SNORD115-45		15q11.2	AMP	1	8	12.5%	No
RPS16		19q13.2	AMP	1	8	12.5%	No
NKD2		5p15.33	AMP	1	8	12.5%	No
RNF5P1		8p11.22	AMP	1	8	12.5%	No
ATP6V1G2		6p21.33	AMP	1	8	12.5%	No
MECOM		3q26.2	AMP	1	8	12.5%	Yes
CRNKL1		20p11.23	AMP	1	8	12.5%	No
TADA2A		17q12	AMP	1	8	12.5%	No
SLC33A1		3q25.31	AMP	1	8	12.5%	No
COMMD2		3q25.1	AMP	1	8	12.5%	No
FGF10		5p12	AMP	1	8	12.5%	Yes
ABCC11		16q12.1	HOMDEL	1	8	12.5%	No
OSGIN1		16q23.3	HOMDEL	1	8	12.5%	No
ZNF383		19q13.13	AMP	1	8	12.5%	No
SNORD116-12		15q11.2	HOMDEL	1	8	12.5%	No
OXCT1		5p13.1	AMP	1	8	12.5%	No
SLC5A2		16p11.2	HOMDEL	1	8	12.5%	No
ACP3		3q22.1	AMP	1	8	12.5%	No
ZNF80		3q13.31	AMP	1	8	12.5%	No
XXYLT1-AS1		3q29	AMP	1	8	12.5%	No
GPSM3		6p21.32	AMP	1	8	12.5%	No
ACOT1		14q24.3	HOMDEL	1	8	12.5%	No
ZCCHC14		16q24.2	HOMDEL	1	8	12.5%	No
ZNF793-AS1		19q13.12	AMP	1	8	12.5%	No
NUDCD3		7p13	AMP	1	8	12.5%	No
CPB1		3q24	AMP	1	8	12.5%	No
ABCC5-AS1		3q27.1	AMP	1	8	12.5%	No
IRX4		5p15.33	AMP	1	8	12.5%	No
LINC02199		5p15.31	AMP	1	8	12.5%	No
MT1IP		16q13	HOMDEL	1	8	12.5%	No
SLC12A3		16q13	HOMDEL	1	8	12.5%	No
MYO10		5p15.1	AMP	1	8	12.5%	No
GTPBP8		3q13.2	AMP	1	8	12.5%	No
FOXL2		3q22.3	AMP	1	8	12.5%	Yes
CRISPLD2		16q24.1	HOMDEL	1	8	12.5%	No
TSBP1		6p21.32	AMP	1	8	12.5%	No
SNORD115-35		15q11.2	AMP	1	8	12.5%	No
GHRHR		7p14.3	AMP	1	8	12.5%	No
WFDC10B		20q13.12	AMP	1	8	12.5%	No
KCNAB1-AS2		3q25.31	AMP	1	8	12.5%	No
FERMT1		20p12.3	AMP	1	8	12.5%	No
MCM8		20p12.3	AMP	1	8	12.5%	No
NCBP2AS2		3q29	AMP	1	8	12.5%	No
MTURN		7p14.3	AMP	1	8	12.5%	No
SNORD124		17q21.1	AMP	1	8	12.5%	No
HIKESHI		11q14.2	HOMDEL	1	8	12.5%	No
NECAB3		20q11.22	AMP	1	8	12.5%	No
ARL14		3q25.33	AMP	1	8	12.5%	No
IFT57		3q13.12-q13.13	AMP	1	8	12.5%	No
CDH12		5p14.3	AMP	1	8	12.5%	No
TNS4		17q21.2	AMP	1	8	12.5%	No
SDK1		7p22.2	AMP	1	8	12.5%	No
LEUTX		19q13.2	AMP	1	8	12.5%	No
SLC7A5		16q24.2	HOMDEL	1	8	12.5%	No
NFIL3		9q22.31	AMP	1	8	12.5%	No
RAB6B		3q22.1	AMP	1	8	12.5%	No
SNHG15		7p13	AMP	1	8	12.5%	No
SLCO5A1		8q13.3	AMP	1	8	12.5%	No
DIPK2A		3q24	AMP	1	8	12.5%	No
LINC02996		5p13.1	AMP	1	8	12.5%	No
ELDR		7p11.2	AMP	1	8	12.5%	No
IFNL4		19q13.2	AMP	1	8	12.5%	No
COA1		7p13	AMP	1	8	12.5%	No
SNORD115-14		15q11.2	AMP	1	8	12.5%	No
IKZF3		17q12-q21.1	AMP	1	8	12.5%	Yes
CIAO2B		16q22.1	HOMDEL	1	8	12.5%	No
LINC00920		16q21	HOMDEL	1	8	12.5%	No
DNAH11		7p15.3	AMP	1	8	12.5%	No
LINC02888		7p21.1	AMP	1	8	12.5%	No
BBX		3q13.12	AMP	1	8	12.5%	No
IMPG2		3q12.3	AMP	1	8	12.5%	No
OPRPN		4q13.3	HOMDEL	1	8	12.5%	No
STK4		20q13.12	AMP	1	8	12.5%	No
NDUFA4		7p21.3	AMP	1	8	12.5%	No
BDH1		3q29	AMP	1	8	12.5%	No
ODAD4		17q21.2	AMP	1	8	12.5%	No
PDZD2		5p13.3	AMP	1	8	12.5%	No
C17ORF78		17q12	AMP	1	8	12.5%	No
WDR87		19q13.13	AMP	1	8	12.5%	No
SNORD115-2		15q11.2	HOMDEL	1	8	12.5%	No
GSDMB		17q21.1	AMP	1	8	12.5%	No
LGI4		19q13.12	AMP	2	8	25.0%	No
GHR		5p13.1-p12	AMP	1	8	12.5%	No
EFCC1		3q21.3	AMP	1	8	12.5%	No
FOXK1		7p22.1	AMP	1	8	12.5%	No
TIMM50		19q13.2	AMP	1	8	12.5%	No
ZDHHC23		3q13.31	AMP	1	8	12.5%	No
SCFD2		4q12	HOMDEL	1	8	12.5%	No
HEATR4		14q24.3	HOMDEL	1	8	12.5%	No
SUN3		7p12.3	AMP	1	8	12.5%	No
ATP13A5		3q29	AMP	1	8	12.5%	No
TMEM108		3q22.1	AMP	1	8	12.5%	No
ACTRT3		3q26.2	AMP	1	8	12.5%	No
SNORD115-13		15q11.2	AMP	1	8	12.5%	No
FKBPL		6p21.32	AMP	1	8	12.5%	No
ROPN1		3q21.1	AMP	1	8	12.5%	No
NIM1K		5p12	AMP	1	8	12.5%	No
GMPS		3q25.31	AMP	1	8	12.5%	Yes
MTMR12		5p13.3	AMP	1	8	12.5%	No
POLR2J4		7p13	AMP	1	8	12.5%	No
LINC01377		5p15.33	AMP	1	8	12.5%	No
SNORD117		6p21.33	AMP	1	8	12.5%	No
CYFIP1		15q11.2	HOMDEL	1	8	12.5%	No
TERT		5p15.33	AMP	1	8	12.5%	Yes
PHF14		7p21.3	AMP	1	8	12.5%	No
INHBA		7p14.1	AMP	1	8	12.5%	Yes
TNXB		6p21.33-p21.32	AMP	1	8	12.5%	No
SNORD115-5		15q11.2	AMP	1	8	12.5%	No
LRFN1		19q13.2	AMP	1	8	12.5%	No
DCBLD2		3q12.1	AMP	1	8	12.5%	No
TMEM196		7p21.1	AMP	1	8	12.5%	No
SNORD115-4		15q11.2	AMP	1	8	12.5%	No
SCGB2B2		19q13.12	AMP	1	8	12.5%	No
MACC1		7p21.1	AMP	1	8	12.5%	No
MRAS		3q22.3	AMP	1	8	12.5%	No
FAM41C		1p36.33	HOMDEL	1	8	12.5%	No
ZFAND2A-DT		7p22.3	AMP	1	8	12.5%	No
MT1DP		16q13	HOMDEL	1	8	12.5%	No
DXO		6p21.33	AMP	1	8	12.5%	No
PEX10		1p36.32	HOMDEL	1	8	12.5%	No
PCNP		3q12.3	AMP	1	8	12.5%	No
TAS1R3		1p36.33	HOMDEL	1	8	12.5%	No
SDHAP1		3q29	AMP	1	8	12.5%	No
ISM1		20p12.1	AMP	1	8	12.5%	No
MLF1		3q25.32	AMP	1	8	12.5%	Yes
N4BP1		16q12.1	HOMDEL	1	8	12.5%	No
SLC29A4		7p22.1	AMP	1	8	12.5%	No
ZNF566-AS1		19q13.12	AMP	1	8	12.5%	No
SNORD115-33		15q11.2	HOMDEL	1	8	12.5%	No
DPPA2P3		3q29	AMP	1	8	12.5%	No
UBE2J2		1p36.33	HOMDEL	1	8	12.5%	No
PDCD6-DT		5p15.33	AMP	1	8	12.5%	No
TBC1D2		9q22.33	AMP	1	8	12.5%	No
PEX5L-AS2		3q26.33	AMP	1	8	12.5%	No
ROPN1L-AS1		5p15.2	AMP	1	8	12.5%	No
FBXO45		3q29	AMP	1	8	12.5%	No
SNORD115-3		15q11.2	AMP	1	8	12.5%	No
SELENOV		19q13.2	AMP	1	8	12.5%	No
TRAT1		3q13.13	AMP	1	8	12.5%	No
SERPINI1		3q26.1	AMP	1	8	12.5%	No
RIMS4		20q13.12	AMP	1	8	12.5%	No
OPA1-AS1		3q29	AMP	1	8	12.5%	No
CDH9		5p14.1	AMP	1	8	12.5%	No
INHBA-AS1		7p14.1	AMP	1	8	12.5%	No
SEC22A		3q21.1	AMP	1	8	12.5%	No
MELTF-AS1		3q29	AMP	1	8	12.5%	No
SNORD115-7		15q11.2	AMP	1	8	12.5%	No
GYG1		3q24	AMP	1	8	12.5%	No
HES5		1p36.32	HOMDEL	1	8	12.5%	No
MRPL20		1p36.33	HOMDEL	1	8	12.5%	No
KCNAB1-AS1		3q25.31	AMP	1	8	12.5%	No
AADAC		3q25.1	AMP	1	8	12.5%	No
PUSL1		1p36.33	HOMDEL	1	8	12.5%	No
LINC02226		5p15.31	AMP	1	8	12.5%	No
SUMF2		7p11.2	AMP	1	8	12.5%	No
CDV3		3q22.1	AMP	1	8	12.5%	No
IER3		6p21.33	AMP	1	8	12.5%	No
ZNF790		19q13.12	AMP	1	8	12.5%	No
PLTP		20q13.12	AMP	1	8	12.5%	No
MATN4		20q13.12	AMP	1	8	12.5%	No
KPNA4		3q25.33	AMP	1	8	12.5%	No
TRAF2		9q34.3	HOMDEL	1	8	12.5%	Yes
NPHS1		19q13.12	AMP	2	8	25.0%	No
MYLK-AS1		3q21.1	AMP	1	8	12.5%	No
CDH10		5p14.2-p14.1	AMP	1	8	12.5%	No
DZIP1L		3q22.3	AMP	1	8	12.5%	No
SDHA		5p15.33	AMP	1	8	12.5%	Yes
SPDYE1		7p13	AMP	1	8	12.5%	No
KRT26		17q21.2	AMP	1	8	12.5%	No
CPA3		3q24	AMP	1	8	12.5%	No
SHOX2		3q25.32	AMP	1	8	12.5%	No
FITM2		20q13.12	AMP	1	8	12.5%	No
NUP155		5p13.2	AMP	1	8	12.5%	No
SNORD115-6		15q11.2	AMP	1	8	12.5%	No
PTX3		3q25.32	AMP	1	8	12.5%	No
WWTR1-AS1		3q25.1	AMP	1	8	12.5%	No
TM4SF1		3q25.1	AMP	1	8	12.5%	No
TF		3q22.1	AMP	1	8	12.5%	No
ZNF92		7q11.21	AMP	1	8	12.5%	No
SERPINI2		3q26.1	AMP	1	8	12.5%	No
NEPRO		3q13.2	AMP	1	8	12.5%	No
CCDC152		5p12	AMP	1	8	12.5%	No
ZNF341		20q11.22	AMP	1	8	12.5%	No
CLDN11		3q26.2	AMP	1	8	12.5%	No
SNHG32		6p21.33	AMP	1	8	12.5%	No
PLXNA1		3q21.3	AMP	1	8	12.5%	No
CYP2W1		7p22.3	AMP	1	8	12.5%	No
TP53TG3B		16p11.2	HOMDEL	1	8	12.5%	No
ABTB1		3q21.3	AMP	1	8	12.5%	No
LINC01433		20p13	AMP	1	8	12.5%	No
PLXND1		3q22.1	AMP	1	8	12.5%	No
CASC20		20p12.3	AMP	1	8	12.5%	No
CP		3q24-q25.1	AMP	1	8	12.5%	No
KLHDC4		16q24.2	HOMDEL	1	8	12.5%	No
KRT35		17q21.2	AMP	1	8	12.5%	No
URGCP		7p13	AMP	1	8	12.5%	No
ZBTB11-AS1		3q12.3	AMP	1	8	12.5%	No
SNORD116-8		15q11.2	HOMDEL	1	8	12.5%	No
TM4SF4		3q25.1	AMP	1	8	12.5%	No
SLC38A8		16q23.3	HOMDEL	1	8	12.5%	No
UBE2D4		7p13	AMP	1	8	12.5%	No
HSPB6		19q13.12	AMP	2	8	25.0%	No
GUSB		7q11.21	AMP	1	8	12.5%	No
RSPH10B		7p22.1	AMP	1	8	12.5%	No
ZBBX		3q26.1	AMP	1	8	12.5%	No
XXYLT1		3q29	AMP	1	8	12.5%	No
PRR15		7p14.3	AMP	1	8	12.5%	No
LINC00882		3q13.12	AMP	1	8	12.5%	No
DDAH2		6p21.33	AMP	1	8	12.5%	No
ZFP82		19q13.12	AMP	1	8	12.5%	No
CASR		3q13.33-q21.1	AMP	1	8	12.5%	No
NOL4L		20q11.21	AMP	1	8	12.5%	No
GLCCI1		7p21.3	AMP	1	8	12.5%	No
LINC01210		3q22.3	AMP	1	8	12.5%	No
SI		3q26.1	AMP	1	8	12.5%	No
GOLGA6L22		15q11.2	HOMDEL	1	8	12.5%	No
LMBRD2		5p13.2	AMP	1	8	12.5%	No
ANXA2R-AS1		5p12	AMP	1	8	12.5%	No
SULF1		8q13.2-q13.3	AMP	1	8	12.5%	No
PSORS1C2		6p21.33	AMP	1	8	12.5%	No
CLUHP3		16p11.2	HOMDEL	1	8	12.5%	No
SNORD115-8		15q11.2	AMP	1	8	12.5%	No
SNORD115-17		15q11.2	HOMDEL	1	8	12.5%	No
REREP3		15q11.2	HOMDEL	1	8	12.5%	No
C9ORF129		9q22.31	AMP	1	8	12.5%	No
ABCA13		7p12.3	AMP	1	8	12.5%	No
KRT34		17q21.2	AMP	1	8	12.5%	No
CHD9		16q12.2	HOMDEL	1	8	12.5%	No
ETV5		3q27.2	AMP	1	8	12.5%	Yes
LINC02064		5p13.3	AMP	1	8	12.5%	No
ISY1-RAB43		3q21.3	AMP	1	8	12.5%	No
RYK		3q22.2	AMP	1	8	12.5%	No
UBA5		3q22.1	AMP	1	8	12.5%	No
LINC01565		3q21.3	AMP	1	8	12.5%	No
HLTF-AS1		3q24	AMP	1	8	12.5%	No
KCTD7		7q11.21	AMP	1	8	12.5%	No
CCDC127		5p15.33	AMP	1	8	12.5%	No
HCG18		6p22.1	AMP	1	8	12.5%	No
ZNF567		19q13.12	AMP	1	8	12.5%	No
CFB		6p21.33	AMP	1	8	12.5%	No
SNORD115-11		15q11.2	AMP	1	8	12.5%	No
SNORD115-22		15q11.2	AMP	1	8	12.5%	No
WWP2		16q22.1	AMP	1	8	12.5%	No
TMEM88B		1p36.33	HOMDEL	1	8	12.5%	No
TXNRD3		3q21.3	AMP	1	8	12.5%	No
ETV2		19q13.12	AMP	2	8	25.0%	No
KRT33B		17q21.2	AMP	1	8	12.5%	No
GDAP1		8q21.11	AMP	1	8	12.5%	No
AURKAIP1		1p36.33	HOMDEL	1	8	12.5%	No
OR4N4		15q11.2	HOMDEL	1	8	12.5%	No
SIAH2		3q25.1	AMP	1	8	12.5%	No
CD22		19q13.12	AMP	2	8	25.0%	Yes
PPP1R1B		17q12	AMP	1	8	12.5%	No
CDH6		5p13.3	AMP	1	8	12.5%	No
RETREG1		5p15.1	AMP	1	8	12.5%	No
SNORD116-22		15q11.2	HOMDEL	1	8	12.5%	No
HCG17		6p22.1	AMP	1	8	12.5%	No
SEC61A1		3q21.3	AMP	1	8	12.5%	No
KRTDAP		19q13.12	AMP	2	8	25.0%	No
ZNF479		7p11.2	AMP	1	8	12.5%	No
SNORD115-10		15q11.2	AMP	1	8	12.5%	No
MACC1-AS1		7p21.1	AMP	1	8	12.5%	No
LINC02102		5p15.31	AMP	1	8	12.5%	No
SLC51A		3q29	AMP	1	8	12.5%	No
SENP5		3q29	AMP	1	8	12.5%	No
WDR62		19q13.12	AMP	2	8	25.0%	No
FAM138A		1p36.33	HOMDEL	1	8	12.5%	No
VSTM2B		19q12	AMP	1	8	12.5%	No
CA5A		16q24.2	HOMDEL	1	8	12.5%	No
CSF3		17q21.1	AMP	1	8	12.5%	No
XRN1		3q23	AMP	1	8	12.5%	No
KRT33A		17q21.2	AMP	1	8	12.5%	No
SNAR-I		3q28	AMP	1	8	12.5%	No
KRTAP4-11		17q21.2	AMP	1	8	12.5%	No
EIF4A2		3q27.3	AMP	1	8	12.5%	Yes
AOAH-IT1		7p14.2	AMP	1	8	12.5%	No
LINC01176		7p14.3	AMP	1	8	12.5%	No
LINC00636		3q13.12	AMP	1	8	12.5%	No
CKLF		16q21	HOMDEL	1	8	12.5%	No
DTX3L		3q21.1	AMP	1	8	12.5%	No
GK5		3q23	AMP	1	8	12.5%	No
MT1E		16q13	HOMDEL	1	8	12.5%	No
KRTAP4-8		17q21.2	AMP	1	8	12.5%	No
DYRK1B		19q13.2	AMP	1	8	12.5%	No
CCDC191		3q13.31	AMP	1	8	12.5%	No
LINC00658		20p12.3	AMP	1	8	12.5%	No
QTRT2		3q13.31	AMP	1	8	12.5%	No
AGTR1		3q24	AMP	1	8	12.5%	No
FZD4		11q14.2	HOMDEL	1	8	12.5%	No
KRTAP16-1		17q21.2	AMP	1	8	12.5%	No
GPI		19q13.11	AMP	1	8	12.5%	No
LINC00879		3q11.2	AMP	1	8	12.5%	No
LONP2		16q12.1	HOMDEL	1	8	12.5%	No
SMARCE1		17q21.2	AMP	1	8	12.5%	Yes
WFDC13		20q13.11	AMP	1	8	12.5%	No
UBE2C		20q13.12	AMP	1	8	12.5%	No
SNORD66		3q27.1	AMP	1	8	12.5%	No
HCG26		6p21.3	AMP	1	8	12.5%	No
SNORD115-29		15q11.2	HOMDEL	1	8	12.5%	No
RAI14		5p13.2	AMP	1	8	12.5%	No
IGF2BP2-AS1		3q27.2	AMP	1	8	12.5%	No
RPS2P32		7p15.3	AMP	1	8	12.5%	No
C2		6p21.33	AMP	1	8	12.5%	No
NELFE		6p21.33	AMP	1	8	12.5%	No
FAIM		3q22.3	AMP	1	8	12.5%	No
SNORD115-12		15q11.2	AMP	1	8	12.5%	No
TNFRSF4		1p36.33	HOMDEL	1	8	12.5%	No
GLI3		7p14.1	AMP	1	8	12.5%	No
NUDT16-DT		3q21.3	AMP	1	8	12.5%	No
PWAR1		15q11.2	HOMDEL	1	8	12.5%	No
AGR3		7p21.1	AMP	1	8	12.5%	No
NCK1-DT		3q22.3	AMP	1	8	12.5%	No
PCCB		3q22.3	AMP	1	8	12.5%	No
FYTTD1		3q29	AMP	1	8	12.5%	No
SLC6A19		5p15.33	AMP	1	8	12.5%	No
AGMO		7p21.2	AMP	1	8	12.5%	No
SLC35G2		3q22.3	AMP	1	8	12.5%	No
FTO-IT1		16q12.2	HOMDEL	1	8	12.5%	No
PROS1		3q11.1	AMP	1	8	12.5%	No
PNMT		17q12	AMP	1	8	12.5%	No
SNORD115-5		15q11.2	HOMDEL	1	8	12.5%	No
C1QTNF12		1p36.33	HOMDEL	1	8	12.5%	No
LINC01448		7p14.1	AMP	1	8	12.5%	No
FFAR2		19q13.12	AMP	2	8	25.0%	No
PWAR5		15q11.2	AMP	1	8	12.5%	No
FENDRR		16q24.1	HOMDEL	1	8	12.5%	No
EID2		19q13.2	AMP	1	8	12.5%	No
FMO6P		1q24.3	AMP	1	8	12.5%	No
SLC41A3		3q21.2-q21.3	AMP	1	8	12.5%	No
ATPSCKMT		5p15.2	AMP	1	8	12.5%	No
PRODH2		19q13.12	AMP	2	8	25.0%	No
POU6F2		7p14.1	AMP	1	8	12.5%	No
WFDC3		20q13.12	AMP	1	8	12.5%	No
IL20RB		3q22.3	AMP	1	8	12.5%	No
TK2		16q21	HOMDEL	1	8	12.5%	No
CREB5		7p15.1-p14.3	AMP	1	8	12.5%	No
NPC1L1		7p13	AMP	1	8	12.5%	No
NOSTRIN		2q24.3	HOMDEL	1	8	12.5%	No
LINC01729		20p12.3	AMP	1	8	12.5%	No
CPNE4		3q22.1	AMP	1	8	12.5%	No
ISM1-AS1		20p12.1	AMP	1	8	12.5%	No
AMPH		7p14.1	AMP	1	8	12.5%	No
ZNF529-AS1		19q13.12	AMP	1	8	12.5%	No
LSM5		7p14.3	AMP	1	8	12.5%	No
FAM87B		1p36.33	HOMDEL	1	8	12.5%	No
OXCT1-AS1		5p13.1	AMP	1	8	12.5%	No
LINC00886		3q25.31	AMP	1	8	12.5%	No
PSMD8		19q13.2	AMP	1	8	12.5%	No
OSER1		20q13.12	AMP	1	8	12.5%	No
SUB1		5p13.3	AMP	1	8	12.5%	No
BRD9		5p15.33	AMP	1	8	12.5%	No
TBRG4		7p13	AMP	1	8	12.5%	No
TNFRSF18		1p36.33	HOMDEL	1	8	12.5%	No
ADPRH		3q13.33	AMP	1	8	12.5%	No
PARL		3q27.1	AMP	1	8	12.5%	No
GALNT12		9q22.33	AMP	1	8	12.5%	No
STEAP1B		7p15.3	AMP	1	8	12.5%	No
FFAR3		19q13.12	AMP	2	8	25.0%	No
C7ORF31		7p15.3	AMP	1	8	12.5%	No
FAAP20		1p36.33	HOMDEL	1	8	12.5%	No
NOD1		7p14.3	AMP	1	8	12.5%	Yes
CMBL		5p15.2	AMP	1	8	12.5%	No
GTF2IRD1P1		7q11.21	AMP	1	8	12.5%	No
LINC00603		5p13.1	AMP	1	8	12.5%	No
TTYH3		7p22.3	AMP	1	8	12.5%	No
NPAP1		15q11.2	AMP	1	8	12.5%	No
WFDC12		20q13.12	AMP	1	8	12.5%	No
TERC		3q26.2	AMP	1	8	12.5%	Yes
SLC9C1		3q13.2	AMP	1	8	12.5%	No
SNORD115-14		15q11.2	HOMDEL	1	8	12.5%	No
SEMA5A-AS1		5p15.31	AMP	1	8	12.5%	No
RPL35A		3q29	AMP	1	8	12.5%	No
SNORD64		15q11.2	HOMDEL	1	8	12.5%	No
KAT2A		17q21.2	AMP	1	8	12.5%	No
TMEM44		3q29	AMP	1	8	12.5%	No
LINC02120		5p13.3	AMP	1	8	12.5%	No
FAM86HP		3q22.1	AMP	1	8	12.5%	No
LINC01430		20q13.12	AMP	1	8	12.5%	No
ACAP2		3q29	AMP	1	8	12.5%	No
LIFR		5p13.1	AMP	1	8	12.5%	Yes
ACTRT2		1p36.32	HOMDEL	1	8	12.5%	No
TRG-AS1		7p14.1	AMP	1	8	12.5%	No
TNXA		6p21.33	AMP	1	8	12.5%	No
GPR87		3q25.1	AMP	1	8	12.5%	No
MAP3K10		19q13.2	AMP	1	8	12.5%	No
KCNG4		16q24.1	HOMDEL	1	8	12.5%	No
GCK		7p13	AMP	1	8	12.5%	No
LRRC31		3q26.2	AMP	1	8	12.5%	No
CAPSL		5p13.2	AMP	1	8	12.5%	No
LINC00929		15q12	AMP	1	8	12.5%	No
TPRG1L		1p36.32	HOMDEL	1	8	12.5%	No
WHAMMP3		15q11.2	HOMDEL	1	8	12.5%	No
JAZF1		7p15.2-p15.1	AMP	1	8	12.5%	Yes
SUPT5H		19q13.2	AMP	1	8	12.5%	No
ITGAX		16p11.2	HOMDEL	1	8	12.5%	No
ANKUB1		3q25.1	AMP	1	8	12.5%	No
HNRNPA2B1		7p15.2	AMP	1	8	12.5%	Yes
NUP210P1		3q21.3	AMP	1	8	12.5%	No
BTNL2		6p21.32	AMP	1	8	12.5%	No
LINC01017		5p15.33	AMP	1	8	12.5%	No
SNORA22		7q11.21	AMP	1	8	12.5%	No
RPL37		5p13.1	AMP	1	8	12.5%	No
THSD7A		7p21.3	AMP	1	8	12.5%	No
PISRT1		3q23	AMP	1	8	12.5%	No
SDC4		20q13.12	AMP	1	8	12.5%	Yes
TUBGCP5		15q11.2	HOMDEL	1	8	12.5%	No
NF1P2		15q11.2	HOMDEL	1	8	12.5%	No
NIPBL		5p13.2	AMP	1	8	12.5%	No
OGFOD1		16q13	HOMDEL	1	8	12.5%	No
CBFB		16q22.1	HOMDEL	1	8	12.5%	Yes
KRTAP2-3		17q21.2	AMP	1	8	12.5%	No
OR4M2-OT1		15q11.2	HOMDEL	1	8	12.5%	No
FFAR1		19q13.12	AMP	2	8	25.0%	No
SUGCT		7p14.1	AMP	1	8	12.5%	No
FGD3		9q22.31	AMP	1	8	12.5%	No
C6ORF136		6p21.33	AMP	1	8	12.5%	No
MED10		5p15.31	AMP	1	8	12.5%	No
ATP4A		19q13.12	AMP	2	8	25.0%	No
MIR2052HG		8q21.11-q21.13	AMP	1	8	12.5%	No
CCDC126		7p15.3	AMP	1	8	12.5%	No
AVL9		7p14.3	AMP	1	8	12.5%	No
MYBL2		20q13.12	AMP	1	8	12.5%	No
SRCIN1		17q12	AMP	1	8	12.5%	No
